"Algo","generacion","tipo","numero","genero","nacionalidad","promedio","actividad","materias","altura","peso","IMC","costo_materia","colegiatura","status","carga_academica","beca","descuento","colegiatura_real"
"843",2020,"P",10843,"F","MEX",85.1,"Ninguna",5,167.5,69.8,24.88,100,500,"Regular","Menor carga","0%",1,500
"844",2020,"U",10844,"M","MEX",76.6,"Deportiva",7,173.7,71.4,23.66,150,1050,"Regular","Sobrecarga","0%",1,1050
"845",2020,"U",10845,"M","MEX",78,"Cultura",7,161.7,69.7,26.66,150,1050,"Regular","Sobrecarga","0%",1,1050
"846",2020,"U",10846,"F","MEX",73.8,"Ninguna",5,165.5,68.2,24.9,150,750,"Regular","Menor carga","0%",1,750
"847",2020,"P",10847,"M","MEX",87,"Ninguna",6,174.6,64.9,21.29,100,600,"Regular","Carga regular","0%",1,600
"848",2020,"P",10848,"O","MEX",75.2,"Cultura",7,167.3,69.3,24.76,100,700,"Regular","Sobrecarga","0%",1,700
"849",2020,"U",10849,"M","MEX",80.1,"Ninguna",7,173.5,71.9,23.89,150,1050,"Regular","Sobrecarga","0%",1,1050
"850",2020,"U",10850,"F","MEX",77.4,"Ninguna",6,171.6,72.8,24.72,150,900,"Regular","Carga regular","0%",1,900
"851",2020,"U",10851,"M","MEX",81,"Deportiva",6,170.2,70.5,24.34,150,900,"Regular","Carga regular","0%",1,900
"852",2020,"U",10852,"O","MEX",74.1,"Ninguna",6,166.8,70.2,25.23,150,900,"Regular","Carga regular","0%",1,900
"853",2020,"U",10853,"M","MEX",89.6,"Ninguna",6,166.9,68,24.41,150,900,"Regular","Carga regular","0%",1,900
"854",2020,"P",10854,"F","MEX",78.6,"Ninguna",5,169.3,68.8,24,100,500,"Regular","Menor carga","0%",1,500
"855",2020,"U",10855,"M","MEX",84.6,"Ninguna",6,173,65.2,21.78,150,900,"Regular","Carga regular","0%",1,900
"856",2020,"P",10856,"F","MEX",81.1,"Ninguna",6,174.1,69.5,22.93,100,600,"Regular","Carga regular","0%",1,600
"857",2020,"U",10857,"M","MEX",77.2,"Ninguna",7,166.1,68.8,24.94,150,1050,"Regular","Sobrecarga","0%",1,1050
"858",2020,"U",10858,"F","MEX",80.2,"Ninguna",7,170.7,72,24.71,150,1050,"Regular","Sobrecarga","0%",1,1050
"859",2020,"U",10859,"M","MEX",78,"Ninguna",6,169.9,70.3,24.35,150,900,"Regular","Carga regular","0%",1,900
"860",2020,"U",10860,"F","MEX",76.1,"Cultura",5,175.6,66.2,21.47,150,750,"Regular","Menor carga","0%",1,750
"861",2020,"U",10861,"M","MEX",84.1,"Cultura",5,174.1,70.9,23.39,150,750,"Regular","Menor carga","0%",1,750
"862",2020,"U",10862,"F","MEX",71.1,"Cultura",6,171.4,70.2,23.9,150,900,"Regular","Carga regular","0%",1,900
"863",2020,"U",10863,"O","MEX",69.4,"Deportiva",7,167.9,68.5,24.3,150,1050,"Bajo rendimiento","Sobrecarga","0%",1,1050
"864",2020,"U",10864,"F","MEX",74.5,"Cultura",6,165.9,71,25.8,150,900,"Regular","Carga regular","0%",1,900
"865",2020,"U",10865,"F","MEX",77.2,"Ninguna",6,168.9,70.4,24.68,150,900,"Regular","Carga regular","0%",1,900
"866",2020,"U",10866,"F","EXT",86.1,"Cultura",7,168.8,67.6,23.72,150,1050,"Regular","Sobrecarga","50%",0.5,525
"867",2020,"P",10867,"F","MEX",86.5,"Deportiva",6,166.6,69,24.86,100,600,"Regular","Carga regular","40%",0.6,360
"868",2020,"P",10868,"F","EXT",72.1,"Ninguna",6,168.6,67.4,23.71,100,600,"Regular","Carga regular","0%",1,600
"869",2020,"P",10869,"M","MEX",78.3,"Ninguna",6,168.9,68.6,24.05,100,600,"Regular","Carga regular","0%",1,600
"870",2020,"U",10870,"M","MEX",82.3,"Cultura",6,168.2,69.7,24.64,150,900,"Regular","Carga regular","0%",1,900
"871",2020,"U",10871,"F","MEX",92.6,"Deportiva",7,173.8,71.2,23.57,150,1050,"Regular","Sobrecarga","40%",0.6,630
"872",2020,"P",10872,"F","MEX",76,"Cultura",5,168.7,71.1,24.98,100,500,"Regular","Menor carga","0%",1,500
"873",2020,"U",10873,"M","EXT",70.2,"Ninguna",5,171.9,70.4,23.82,150,750,"Regular","Menor carga","0%",1,750
"874",2020,"U",10874,"F","MEX",79.3,"Ninguna",7,178.4,67.5,21.21,150,1050,"Regular","Sobrecarga","0%",1,1050
"875",2020,"P",10875,"O","MEX",80.9,"Cultura",5,163.5,69.5,26,100,500,"Regular","Menor carga","0%",1,500
"876",2020,"U",10876,"M","MEX",77,"Cultura",6,169,69.6,24.37,150,900,"Regular","Carga regular","0%",1,900
"877",2020,"P",10877,"M","MEX",76.1,"Ninguna",5,172.4,68.2,22.95,100,500,"Regular","Menor carga","0%",1,500
"878",2020,"P",10878,"M","MEX",78.4,"Ninguna",7,168.4,70.1,24.72,100,700,"Regular","Sobrecarga","0%",1,700
"879",2020,"U",10879,"O","MEX",75.9,"Cultura",5,167.3,72.8,26.01,150,750,"Regular","Menor carga","0%",1,750
"880",2020,"P",10880,"M","MEX",73.9,"Ninguna",6,168.2,66.2,23.4,100,600,"Regular","Carga regular","0%",1,600
"881",2020,"U",10881,"M","MEX",76.6,"Deportiva",6,167.2,69.7,24.93,150,900,"Regular","Carga regular","0%",1,900
"882",2020,"U",10882,"M","MEX",79.4,"Cultura",6,174.3,69.6,22.91,150,900,"Regular","Carga regular","0%",1,900
"883",2020,"U",10883,"F","MEX",68.4,"Ninguna",6,171.1,70.8,24.18,150,900,"Bajo rendimiento","Carga regular","0%",1,900
"884",2020,"P",10884,"F","MEX",91.1,"Deportiva",5,172.2,72,24.28,100,500,"Regular","Menor carga","40%",0.6,300
"885",2020,"U",10885,"M","EXT",89.8,"Ninguna",7,170.7,68.7,23.58,150,1050,"Regular","Sobrecarga","0%",1,1050
"886",2020,"P",10886,"M","MEX",81.3,"Cultura",6,168.1,69.1,24.45,100,600,"Regular","Carga regular","0%",1,600
"887",2020,"U",10887,"M","MEX",79.9,"Cultura",6,174.5,73.8,24.24,150,900,"Regular","Carga regular","0%",1,900
"888",2020,"P",10888,"F","MEX",79.2,"Ninguna",5,167.2,70.1,25.08,100,500,"Regular","Menor carga","0%",1,500
"889",2020,"U",10889,"M","MEX",82.3,"Ninguna",6,171.7,68.1,23.1,150,900,"Regular","Carga regular","0%",1,900
"890",2020,"P",10890,"M","MEX",79.3,"Cultura",6,176.7,69.6,22.29,100,600,"Regular","Carga regular","0%",1,600
"891",2020,"P",10891,"M","MEX",79.9,"Ninguna",6,167.9,70.7,25.08,100,600,"Regular","Carga regular","0%",1,600
"892",2020,"U",10892,"M","MEX",71.5,"Ninguna",7,171,72.1,24.66,150,1050,"Regular","Sobrecarga","0%",1,1050
"893",2020,"P",10893,"F","EXT",89.4,"Cultura",6,171.2,69.4,23.68,100,600,"Regular","Carga regular","50%",0.5,300
"894",2020,"U",10894,"O","MEX",74.4,"Cultura",6,174.4,67.5,22.19,150,900,"Regular","Carga regular","0%",1,900
"895",2020,"P",10895,"F","EXT",85.9,"Cultura",7,169.9,68.2,23.63,100,700,"Regular","Sobrecarga","50%",0.5,350
"896",2020,"U",10896,"M","MEX",81,"Ninguna",5,173.5,74.4,24.72,150,750,"Regular","Menor carga","0%",1,750
"897",2020,"U",10897,"M","MEX",74.2,"Cultura",7,175,71.2,23.25,150,1050,"Regular","Sobrecarga","0%",1,1050
"898",2020,"U",10898,"F","EXT",79,"Cultura",5,171.2,67.3,22.96,150,750,"Regular","Menor carga","0%",1,750
"899",2020,"U",10899,"F","EXT",88.7,"Ninguna",7,170.3,71.1,24.52,150,1050,"Regular","Sobrecarga","0%",1,1050
"900",2020,"U",10900,"O","MEX",73.5,"Cultura",7,170,70.7,24.46,150,1050,"Regular","Sobrecarga","0%",1,1050
"901",2020,"P",10901,"F","MEX",82.4,"Ninguna",7,172.2,68.8,23.2,100,700,"Regular","Sobrecarga","0%",1,700
"902",2020,"U",10902,"M","MEX",81,"Ninguna",6,169.9,71.1,24.63,150,900,"Regular","Carga regular","0%",1,900
"903",2020,"P",10903,"M","MEX",79.4,"Deportiva",6,170.4,72.4,24.93,100,600,"Regular","Carga regular","0%",1,600
"904",2020,"U",10904,"M","MEX",79.6,"Cultura",6,169.6,68.5,23.81,150,900,"Regular","Carga regular","0%",1,900
"905",2020,"U",10905,"F","MEX",75.4,"Ninguna",7,168.7,69.6,24.46,150,1050,"Regular","Sobrecarga","0%",1,1050
"906",2020,"P",10906,"F","MEX",77.6,"Ninguna",6,169.7,74.3,25.8,100,600,"Regular","Carga regular","0%",1,600
"907",2020,"U",10907,"F","MEX",71.1,"Deportiva",6,166.9,66.3,23.8,150,900,"Regular","Carga regular","0%",1,900
"908",2020,"U",10908,"M","MEX",80.3,"Ninguna",6,164.4,73.7,27.27,150,900,"Regular","Carga regular","0%",1,900
"909",2020,"P",10909,"M","MEX",78.1,"Cultura",7,172,71.5,24.17,100,700,"Regular","Sobrecarga","0%",1,700
"910",2020,"P",10910,"F","MEX",84.3,"Deportiva",7,170.5,73.8,25.39,100,700,"Regular","Sobrecarga","0%",1,700
"911",2020,"P",10911,"F","MEX",82.4,"Ninguna",6,166.9,71.8,25.78,100,600,"Regular","Carga regular","0%",1,600
"912",2020,"U",10912,"F","MEX",83.1,"Ninguna",5,170.8,71.6,24.54,150,750,"Regular","Menor carga","0%",1,750
"913",2020,"P",10913,"M","MEX",75.6,"Cultura",6,167.1,71.1,25.46,100,600,"Regular","Carga regular","0%",1,600
"914",2020,"U",10914,"O","MEX",73.4,"Ninguna",6,174.5,68.6,22.53,150,900,"Regular","Carga regular","0%",1,900
"915",2020,"U",10915,"F","MEX",75.9,"Deportiva",6,168.6,70.6,24.84,150,900,"Regular","Carga regular","0%",1,900
"916",2020,"U",10916,"M","MEX",83.5,"Ninguna",6,165.2,69.5,25.47,150,900,"Regular","Carga regular","0%",1,900
"917",2020,"U",10917,"F","MEX",77.8,"Ninguna",6,174.1,68.4,22.57,150,900,"Regular","Carga regular","0%",1,900
"918",2020,"U",10918,"O","MEX",75,"Cultura",7,166,68.8,24.97,150,1050,"Regular","Sobrecarga","0%",1,1050
"919",2020,"U",10919,"M","MEX",78.5,"Ninguna",6,170.8,72.1,24.71,150,900,"Regular","Carga regular","0%",1,900
"920",2020,"P",10920,"F","EXT",84.9,"Ninguna",6,169.6,66.4,23.08,100,600,"Regular","Carga regular","0%",1,600
"921",2020,"P",10921,"F","EXT",74.9,"Deportiva",6,174.4,72.2,23.74,100,600,"Regular","Carga regular","0%",1,600
"922",2020,"P",10922,"F","MEX",79,"Ninguna",6,172.9,69.7,23.32,100,600,"Regular","Carga regular","0%",1,600
"923",2020,"U",10923,"O","MEX",78.3,"Ninguna",6,168.6,73.5,25.86,150,900,"Regular","Carga regular","0%",1,900
"924",2020,"U",10924,"F","EXT",82,"Cultura",5,173.9,70.6,23.35,150,750,"Regular","Menor carga","0%",1,750
"925",2020,"U",10925,"M","MEX",78.6,"Ninguna",7,164.2,72.1,26.74,150,1050,"Regular","Sobrecarga","0%",1,1050
"926",2020,"U",10926,"M","MEX",81.5,"Ninguna",6,175.9,70,22.62,150,900,"Regular","Carga regular","0%",1,900
"927",2020,"U",10927,"M","MEX",85.9,"Ninguna",6,170.9,72.1,24.69,150,900,"Regular","Carga regular","0%",1,900
"928",2020,"P",10928,"F","MEX",73.8,"Ninguna",6,176.4,71.3,22.91,100,600,"Regular","Carga regular","0%",1,600
"929",2020,"P",10929,"M","EXT",80.8,"Deportiva",6,171.4,68.9,23.45,100,600,"Regular","Carga regular","0%",1,600
"930",2020,"U",10930,"F","MEX",79.1,"Cultura",6,169.4,73.2,25.51,150,900,"Regular","Carga regular","0%",1,900
"931",2020,"U",10931,"O","MEX",93.3,"Cultura",7,166,71.8,26.06,150,1050,"Regular","Sobrecarga","50%",0.5,525
"932",2020,"U",10932,"F","EXT",76,"Cultura",7,168,68.6,24.31,150,1050,"Regular","Sobrecarga","0%",1,1050
"933",2020,"U",10933,"F","MEX",83.4,"Deportiva",7,175.3,69.7,22.68,150,1050,"Regular","Sobrecarga","0%",1,1050
"934",2020,"P",10934,"F","MEX",75.8,"Ninguna",6,164.7,70.6,26.03,100,600,"Regular","Carga regular","0%",1,600
"935",2020,"P",10935,"M","MEX",81.1,"Cultura",5,171.3,72.4,24.67,100,500,"Regular","Menor carga","0%",1,500
"936",2020,"U",10936,"F","MEX",77.5,"Cultura",6,170,72.1,24.95,150,900,"Regular","Carga regular","0%",1,900
"937",2020,"P",10937,"M","EXT",76,"Cultura",5,170.8,69.2,23.72,100,500,"Regular","Menor carga","0%",1,500
"938",2020,"P",10938,"O","EXT",74.1,"Ninguna",6,173.7,70,23.2,100,600,"Regular","Carga regular","0%",1,600
"939",2020,"P",10939,"O","MEX",69.9,"Ninguna",6,170.5,69.5,23.91,100,600,"Bajo rendimiento","Carga regular","0%",1,600
"940",2020,"U",10940,"O","MEX",79.7,"Ninguna",7,174.3,71.6,23.57,150,1050,"Regular","Sobrecarga","0%",1,1050
"941",2020,"U",10941,"F","MEX",76.5,"Cultura",6,169.2,70.7,24.7,150,900,"Regular","Carga regular","0%",1,900
"942",2020,"P",10942,"M","MEX",74.2,"Ninguna",6,172.4,71.2,23.96,100,600,"Regular","Carga regular","0%",1,600
"943",2020,"U",10943,"F","MEX",75.3,"Cultura",5,172.8,69.7,23.34,150,750,"Regular","Menor carga","0%",1,750
"944",2020,"P",10944,"M","MEX",79.5,"Ninguna",5,176.2,70.2,22.61,100,500,"Regular","Menor carga","0%",1,500
"945",2020,"U",10945,"O","MEX",83.3,"Ninguna",5,166.4,68.2,24.63,150,750,"Regular","Menor carga","0%",1,750
"946",2020,"U",10946,"M","MEX",77.1,"Ninguna",5,175,73.2,23.9,150,750,"Regular","Menor carga","0%",1,750
"947",2020,"P",10947,"M","MEX",83.4,"Ninguna",6,169.9,68.4,23.7,100,600,"Regular","Carga regular","0%",1,600
"948",2020,"P",10948,"F","EXT",78.4,"Cultura",5,172.9,70.4,23.55,100,500,"Regular","Menor carga","0%",1,500
"949",2020,"U",10949,"O","EXT",78.9,"Ninguna",5,165.8,66.8,24.3,150,750,"Regular","Menor carga","0%",1,750
"950",2020,"U",10950,"F","MEX",72.3,"Cultura",7,174.5,71.4,23.45,150,1050,"Regular","Sobrecarga","0%",1,1050
"951",2020,"U",10951,"F","MEX",76.7,"Cultura",5,171.8,71.7,24.29,150,750,"Regular","Menor carga","0%",1,750
"952",2020,"P",10952,"O","MEX",79.4,"Cultura",5,169.6,68.7,23.88,100,500,"Regular","Menor carga","0%",1,500
"953",2020,"U",10953,"F","MEX",77.3,"Cultura",5,167.8,70.9,25.18,150,750,"Regular","Menor carga","0%",1,750
"954",2020,"U",10954,"F","MEX",81.8,"Ninguna",5,167.9,70.1,24.87,150,750,"Regular","Menor carga","0%",1,750
"955",2020,"P",10955,"F","MEX",79.3,"Deportiva",7,171,69.9,23.9,100,700,"Regular","Sobrecarga","0%",1,700
"956",2020,"U",10956,"M","MEX",84.4,"Deportiva",6,171.8,73.1,24.77,150,900,"Regular","Carga regular","0%",1,900
"957",2020,"P",10957,"F","EXT",73.6,"Ninguna",6,169.1,70.2,24.55,100,600,"Regular","Carga regular","0%",1,600
"958",2020,"U",10958,"M","MEX",71.7,"Ninguna",6,166.8,69.6,25.02,150,900,"Regular","Carga regular","0%",1,900
"959",2020,"U",10959,"M","EXT",76.8,"Deportiva",6,173.7,68.2,22.6,150,900,"Regular","Carga regular","0%",1,900
"960",2020,"U",10960,"M","MEX",76,"Ninguna",7,170.3,69.9,24.1,150,1050,"Regular","Sobrecarga","0%",1,1050
"961",2020,"P",10961,"M","MEX",74.1,"Ninguna",6,169.7,71.5,24.83,100,600,"Regular","Carga regular","0%",1,600
"962",2020,"P",10962,"F","MEX",75.5,"Ninguna",7,173,70.6,23.59,100,700,"Regular","Sobrecarga","0%",1,700
"963",2020,"U",10963,"F","EXT",67.8,"Ninguna",5,172.1,72.2,24.38,150,750,"Bajo rendimiento","Menor carga","0%",1,750
"964",2020,"U",10964,"M","EXT",87,"Ninguna",6,169.2,69.4,24.24,150,900,"Regular","Carga regular","0%",1,900
"965",2020,"U",10965,"F","MEX",81.7,"Ninguna",6,172.4,71.5,24.06,150,900,"Regular","Carga regular","0%",1,900
"966",2020,"P",10966,"O","EXT",83.1,"Ninguna",6,170.3,68.1,23.48,100,600,"Regular","Carga regular","0%",1,600
"967",2020,"P",10967,"M","MEX",87.2,"Deportiva",7,171.5,73.9,25.13,100,700,"Regular","Sobrecarga","40%",0.6,420
"968",2020,"P",10968,"M","MEX",83.3,"Deportiva",6,172.1,71.2,24.04,100,600,"Regular","Carga regular","0%",1,600
"969",2020,"U",10969,"F","MEX",78.6,"Deportiva",6,175,66.7,21.78,150,900,"Regular","Carga regular","0%",1,900
"970",2020,"U",10970,"F","MEX",77.5,"Ninguna",5,166.3,67.6,24.44,150,750,"Regular","Menor carga","0%",1,750
"971",2020,"U",10971,"F","MEX",77.5,"Ninguna",5,172.2,70.4,23.74,150,750,"Regular","Menor carga","0%",1,750
"972",2020,"P",10972,"F","MEX",84.7,"Ninguna",7,169,68.9,24.12,100,700,"Regular","Sobrecarga","0%",1,700
"973",2020,"P",10973,"M","MEX",92.9,"Cultura",7,162,70.8,26.98,100,700,"Regular","Sobrecarga","50%",0.5,350
"974",2020,"P",10974,"F","MEX",85.6,"Ninguna",5,174.2,69.1,22.77,100,500,"Regular","Menor carga","0%",1,500
"975",2020,"U",10975,"F","MEX",75.4,"Ninguna",7,168.4,69.9,24.65,150,1050,"Regular","Sobrecarga","0%",1,1050
"976",2020,"U",10976,"O","MEX",78.4,"Ninguna",7,169.8,70.1,24.31,150,1050,"Regular","Sobrecarga","0%",1,1050
"977",2020,"P",10977,"M","MEX",75.4,"Ninguna",5,166.8,71,25.52,100,500,"Regular","Menor carga","0%",1,500
"978",2020,"P",10978,"M","MEX",77.5,"Deportiva",5,168.4,70.8,24.97,100,500,"Regular","Menor carga","0%",1,500
"979",2020,"P",10979,"M","MEX",77.4,"Ninguna",6,172.1,67.2,22.69,100,600,"Regular","Carga regular","0%",1,600
"980",2020,"P",10980,"M","MEX",77.1,"Cultura",7,168.9,69.8,24.47,100,700,"Regular","Sobrecarga","0%",1,700
"981",2020,"U",10981,"F","EXT",79.9,"Ninguna",5,168.3,71.8,25.35,150,750,"Regular","Menor carga","0%",1,750
"982",2020,"P",10982,"M","EXT",84.9,"Deportiva",5,168.3,70.4,24.85,100,500,"Regular","Menor carga","0%",1,500
"983",2020,"U",10983,"M","MEX",71.8,"Deportiva",7,174.6,73.7,24.18,150,1050,"Regular","Sobrecarga","0%",1,1050
"984",2020,"U",10984,"M","EXT",78.4,"Deportiva",7,173.7,70.7,23.43,150,1050,"Regular","Sobrecarga","0%",1,1050
"985",2020,"U",10985,"F","MEX",81.2,"Ninguna",6,171.7,71.1,24.12,150,900,"Regular","Carga regular","0%",1,900
"986",2020,"U",10986,"M","MEX",76.2,"Cultura",5,172.7,71.7,24.04,150,750,"Regular","Menor carga","0%",1,750
"987",2020,"P",10987,"O","MEX",75.3,"Ninguna",6,169.9,70.8,24.53,100,600,"Regular","Carga regular","0%",1,600
"988",2020,"U",10988,"M","MEX",78.9,"Ninguna",5,174.9,72,23.54,150,750,"Regular","Menor carga","0%",1,750
"989",2020,"P",10989,"F","MEX",83.5,"Ninguna",6,168.4,71,25.04,100,600,"Regular","Carga regular","0%",1,600
"990",2020,"U",10990,"M","MEX",73.3,"Cultura",6,170.6,68.7,23.6,150,900,"Regular","Carga regular","0%",1,900
"991",2020,"U",10991,"F","MEX",87.4,"Cultura",6,168.8,69.5,24.39,150,900,"Regular","Carga regular","50%",0.5,450
"992",2020,"U",10992,"M","EXT",76.2,"Ninguna",6,171.7,70.9,24.05,150,900,"Regular","Carga regular","0%",1,900
"993",2020,"P",10993,"F","MEX",77.1,"Deportiva",7,176.4,69.8,22.43,100,700,"Regular","Sobrecarga","0%",1,700
"994",2020,"U",10994,"F","MEX",77.9,"Cultura",6,171.2,68.7,23.44,150,900,"Regular","Carga regular","0%",1,900
"995",2020,"U",10995,"F","MEX",77,"Deportiva",6,170.2,68.9,23.78,150,900,"Regular","Carga regular","0%",1,900
"996",2020,"U",10996,"F","MEX",73.3,"Ninguna",5,169.7,71.6,24.86,150,750,"Regular","Menor carga","0%",1,750
"997",2020,"P",10997,"M","MEX",63.1,"Ninguna",5,166.9,70.8,25.42,100,500,"Bajo rendimiento","Menor carga","0%",1,500
"998",2020,"U",10998,"M","MEX",81.8,"Ninguna",5,169,74.1,25.94,150,750,"Regular","Menor carga","0%",1,750
"999",2020,"U",10999,"M","MEX",81.3,"Ninguna",5,174.3,68.1,22.42,150,750,"Regular","Menor carga","0%",1,750
"1000",2020,"U",11000,"F","MEX",80.3,"Deportiva",5,174,68.9,22.76,150,750,"Regular","Menor carga","0%",1,750
"1001",2020,"P",11001,"M","MEX",79.6,"Cultura",5,168.7,67,23.54,100,500,"Regular","Menor carga","0%",1,500
"1002",2020,"U",11002,"M","MEX",77.7,"Ninguna",6,174.4,70.6,23.21,150,900,"Regular","Carga regular","0%",1,900
"1003",2020,"U",11003,"M","MEX",76.8,"Deportiva",6,170.3,69.7,24.03,150,900,"Regular","Carga regular","0%",1,900
"1004",2020,"U",11004,"M","MEX",84.5,"Ninguna",7,168.5,69.1,24.34,150,1050,"Regular","Sobrecarga","0%",1,1050
"1005",2020,"P",11005,"F","MEX",74.2,"Cultura",6,172.4,70.3,23.65,100,600,"Regular","Carga regular","0%",1,600
"1006",2020,"U",11006,"F","MEX",82.9,"Ninguna",7,167,66.5,23.84,150,1050,"Regular","Sobrecarga","0%",1,1050
"1007",2020,"P",11007,"O","MEX",78.1,"Ninguna",7,173.4,72.6,24.15,100,700,"Regular","Sobrecarga","0%",1,700
"1008",2020,"U",11008,"F","MEX",75.4,"Ninguna",7,170.5,71.8,24.7,150,1050,"Regular","Sobrecarga","0%",1,1050
"1009",2020,"U",11009,"O","MEX",79.2,"Cultura",7,166.5,71.4,25.76,150,1050,"Regular","Sobrecarga","0%",1,1050
"1010",2020,"P",11010,"O","EXT",77.9,"Ninguna",7,171.2,69.1,23.58,100,700,"Regular","Sobrecarga","0%",1,700
"1011",2020,"U",11011,"M","MEX",82.8,"Deportiva",6,172.9,69.6,23.28,150,900,"Regular","Carga regular","0%",1,900
"1012",2020,"P",11012,"F","EXT",88.5,"Deportiva",5,164.9,73.3,26.96,100,500,"Regular","Menor carga","40%",0.6,300
"1013",2020,"U",11013,"F","MEX",80.7,"Cultura",6,170.1,66.8,23.09,150,900,"Regular","Carga regular","0%",1,900
"1014",2020,"P",11014,"M","MEX",78.9,"Ninguna",7,170.3,70,24.14,100,700,"Regular","Sobrecarga","0%",1,700
"1015",2020,"U",11015,"O","MEX",85.6,"Cultura",7,166.6,73.3,26.41,150,1050,"Regular","Sobrecarga","50%",0.5,525
"1016",2020,"P",11016,"F","MEX",90.8,"Cultura",6,165.6,70.1,25.56,100,600,"Regular","Carga regular","50%",0.5,300
"1017",2020,"U",11017,"F","EXT",81.3,"Deportiva",6,172.7,69.6,23.34,150,900,"Regular","Carga regular","0%",1,900
"1018",2020,"U",11018,"F","MEX",83.2,"Deportiva",6,158.3,73.3,29.25,150,900,"Regular","Carga regular","0%",1,900
"1019",2020,"U",11019,"O","EXT",77.3,"Cultura",6,169.6,68.8,23.92,150,900,"Regular","Carga regular","0%",1,900
"1020",2020,"U",11020,"O","MEX",77,"Deportiva",6,172.3,68,22.91,150,900,"Regular","Carga regular","0%",1,900
"1021",2020,"P",11021,"M","MEX",72.6,"Cultura",7,167.6,69.5,24.74,100,700,"Regular","Sobrecarga","0%",1,700
"1022",2020,"U",11022,"M","EXT",84.4,"Ninguna",6,173.3,73.1,24.34,150,900,"Regular","Carga regular","0%",1,900
"1023",2020,"U",11023,"M","MEX",87.8,"Cultura",6,165.3,69.7,25.51,150,900,"Regular","Carga regular","50%",0.5,450
"1024",2020,"U",11024,"M","EXT",82.3,"Ninguna",5,167.5,72.1,25.7,150,750,"Regular","Menor carga","0%",1,750
"1025",2020,"P",11025,"M","EXT",72.6,"Deportiva",5,175.2,71.6,23.33,100,500,"Regular","Menor carga","0%",1,500
"1026",2020,"U",11026,"F","EXT",79.2,"Deportiva",5,166.1,67.4,24.43,150,750,"Regular","Menor carga","0%",1,750
"1027",2020,"U",11027,"M","MEX",76.6,"Ninguna",7,164.8,68.3,25.15,150,1050,"Regular","Sobrecarga","0%",1,1050
"1028",2020,"U",11028,"F","EXT",78.3,"Cultura",7,163.1,67.7,25.45,150,1050,"Regular","Sobrecarga","0%",1,1050
"1029",2020,"U",11029,"O","EXT",81.4,"Cultura",5,167.3,69.8,24.94,150,750,"Regular","Menor carga","0%",1,750
"1030",2020,"U",11030,"F","EXT",85.6,"Ninguna",6,166,67.4,24.46,150,900,"Regular","Carga regular","0%",1,900
"1031",2020,"P",11031,"F","MEX",77.7,"Ninguna",5,174.4,70,23.01,100,500,"Regular","Menor carga","0%",1,500
"1032",2020,"U",11032,"M","EXT",78.8,"Cultura",7,164.9,71,26.11,150,1050,"Regular","Sobrecarga","0%",1,1050
"1033",2020,"U",11033,"M","MEX",78.2,"Ninguna",6,172.8,69,23.11,150,900,"Regular","Carga regular","0%",1,900
"1034",2020,"U",11034,"M","MEX",77.4,"Ninguna",7,168.4,70.3,24.79,150,1050,"Regular","Sobrecarga","0%",1,1050
"1035",2020,"U",11035,"O","EXT",88.8,"Cultura",6,172.7,68.9,23.1,150,900,"Regular","Carga regular","50%",0.5,450
"1036",2020,"U",11036,"M","MEX",78.3,"Ninguna",6,175.2,73.4,23.91,150,900,"Regular","Carga regular","0%",1,900
"1037",2020,"P",11037,"M","MEX",75.1,"Ninguna",5,178.4,70.7,22.21,100,500,"Regular","Menor carga","0%",1,500
"1038",2020,"P",11038,"F","MEX",80.9,"Deportiva",6,167,72.3,25.92,100,600,"Regular","Carga regular","0%",1,600
"1039",2020,"U",11039,"F","MEX",78.8,"Deportiva",6,168.9,71.6,25.1,150,900,"Regular","Carga regular","0%",1,900
"1040",2020,"P",11040,"F","MEX",79.1,"Cultura",5,174.3,69.3,22.81,100,500,"Regular","Menor carga","0%",1,500
"1041",2020,"U",11041,"F","MEX",82.6,"Ninguna",6,161.1,68.6,26.43,150,900,"Regular","Carga regular","0%",1,900
"1042",2020,"P",11042,"M","MEX",79.4,"Ninguna",5,171.7,71.3,24.19,100,500,"Regular","Menor carga","0%",1,500
"1043",2020,"U",11043,"F","EXT",95.5,"Ninguna",6,170.3,71.6,24.69,150,900,"Regular","Carga regular","0%",1,900
"1044",2020,"U",11044,"F","MEX",78.4,"Ninguna",7,164.7,69,25.44,150,1050,"Regular","Sobrecarga","0%",1,1050
