nombre,artista,anio,duracion_seg,popularidad,energia,bailabilidad,positividad,acustica,instrumental,en_vivo,habla,volumen_db,tempo_bpm,tono_mayor,explicito
Aun Se Acuerda De Mí,Vicente Fernández,1976,220.0,39,0.302,0.433,0.356,0.716,0.0,0.119,0.0294,-7.099,115.4,1,0
Two More Bottles Of Wine,Delbert McClinton,1976,181.7,39,0.711,0.641,0.9,0.398,1.92e-06,0.0853,0.0473,-9.66,140.5,1,0
Poor Poor Pitiful Me,Warren Zevon,1976,185.6,39,0.804,0.608,0.962,0.0832,0.00337,0.582,0.0256,-7.911,131.5,1,0
Mission (A World Record),Electric Light Orchestra,1976,265.7,38,0.499,0.389,0.194,0.635,0.00246,0.0916,0.0319,-8.106,82.9,1,0
I Need A Roof - 2001 Digital Remaster,Mighty Diamonds,1976,171.2,37,0.567,0.702,0.783,0.298,2.92e-06,0.198,0.0409,-9.179,145.5,1,0
"Swan Lake, Op.20, Act I: 9. Finale (Andante)","Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra",1976,159.4,36,0.189,0.176,0.169,0.886,0.829,0.0829,0.0358,-19.049,82.0,1,0
"The Wild One, Forever",Tom Petty and the Heartbreakers,1976,183.4,36,0.643,0.578,0.308,0.717,2.04e-06,0.125,0.024,-7.302,98.5,1,0
O Boto,Antônio Carlos Jobim,1976,370.5,36,0.312,0.542,0.498,0.482,1.54e-06,0.346,0.0541,-12.057,90.6,1,0
Ruido De Magia,Invisible,1976,275.1,36,0.679,0.454,0.208,0.279,0.00447,0.153,0.0309,-7.319,79.3,1,0
Grandpaw Can Boogie Too,"Lil Greenwood, The Four Jacks",1976,170.4,36,0.688,0.699,0.843,0.755,0.0,0.151,0.141,-4.11,79.2,0,0
Vibrations,Roy Ayers Ubiquity,1976,182.0,35,0.649,0.43,0.308,0.483,0.0185,0.0368,0.0293,-9.521,138.5,1,0
Get The Lead Out,Aerosmith,1976,221.7,34,0.677,0.299,0.553,0.00254,0.000166,0.187,0.0376,-9.441,92.5,1,0
你懂不懂,陳蘭麗,1976,152.9,34,0.833,0.609,0.718,0.502,0.0,0.134,0.215,-6.261,154.6,1,0
I Wanna Be Where You Are,Marvin Gaye,1976,76.3,33,0.589,0.489,0.893,0.112,0.0088,0.0481,0.0429,-13.904,177.6,1,0
It Doesn't Matter,Firefall,1976,212.2,33,0.67,0.598,0.664,0.42,0.0,0.0899,0.0347,-9.574,119.0,1,0
The Groove Line,Heatwave,1976,254.4,33,0.641,0.736,0.733,0.0199,0.304,0.39,0.0418,-12.147,120.2,1,0
Ramblin' Gamblin' Man - Live In Detroit/1975,Bob Seger,1976,180.8,33,0.98,0.508,0.657,0.00985,0.0,0.653,0.0713,-2.387,132.6,1,0
I Wonder if I'm Growing,Raffi,1976,94.1,33,0.0718,0.466,0.593,0.956,2.3e-05,0.101,0.0696,-18.256,70.9,1,0
Vivaldi,Curved Air,1976,449.8,33,0.758,0.308,0.215,0.204,0.928,0.166,0.061,-8.132,130.2,1,0
"Today Your Love, Tomorrow the World - 2016 Remaster",Ramones,1976,132.7,32,0.917,0.122,0.351,0.00012,0.908,0.38,0.0738,-3.28,179.8,1,0
The Last Resort - 2013 Remaster,Eagles,1976,444.9,32,0.28,0.549,0.299,0.474,0.0612,0.16,0.0311,-10.692,125.8,1,0
Anus Of Uranus,Klaatu,1976,198.3,32,0.731,0.53,0.63,0.138,0.00181,0.538,0.263,-10.63,142.8,0,0
Strangered in the Night,Tom Petty and the Heartbreakers,1976,214.1,31,0.878,0.706,0.831,0.0263,0.0016,0.303,0.0663,-5.613,122.6,1,0
Back To Africa,Aswad,1976,336.8,31,0.156,0.794,0.719,0.473,0.799,0.0886,0.432,-18.988,127.4,0,0
When She's Got Me (Where She Wants Me),David Allan Coe,1976,165.0,31,0.471,0.429,0.438,0.0375,0.000199,0.108,0.0268,-9.289,99.3,1,0
Arrival,ABBA,1976,185.1,30,0.49,0.192,0.156,0.74,0.944,0.0514,0.0333,-7.343,49.5,1,0
Your Love Is Rated X,Johnnie Taylor,1976,251.6,30,0.621,0.541,0.802,0.516,3.4e-05,0.1,0.183,-11.282,169.0,1,0
Dirty Women - 2014 Remaster,Black Sabbath,1976,426.7,30,0.794,0.231,0.488,0.2,0.114,0.0797,0.0597,-9.355,119.6,0,0
Young Blood - Alternative Version 2,Bad Company,1976,163.6,30,0.701,0.682,0.896,0.255,2.87e-05,0.117,0.045,-7.66,117.4,1,0
"Whiskey Rock-A-Roller - Live At Fox Theater, Atlanta/1976",Lynyrd Skynyrd,1976,288.8,29,0.778,0.386,0.504,0.458,0.000297,0.683,0.0657,-7.209,139.3,1,0
Debbie Denise,Blue Öyster Cult,1976,253.0,29,0.657,0.484,0.467,0.361,0.00249,0.117,0.0303,-7.034,117.7,1,0
Groovy People,Lou Rawls,1976,198.3,29,0.783,0.637,0.78,0.25,3.8e-06,0.568,0.0527,-8.76,135.3,0,0
Message in Our Music,The O'Jays,1976,380.2,29,0.774,0.668,0.77,0.149,4.39e-05,0.254,0.0468,-7.001,128.3,1,0
Royal Orleans - 1993 Remaster,Led Zeppelin,1976,178.3,28,0.876,0.584,0.747,0.0549,0.000839,0.0793,0.0857,-7.987,109.1,1,0
Tie Your Mother Down - Remastered 2011,Queen,1976,286.7,26,0.886,0.327,0.16,0.094,0.000195,0.35,0.0722,-5.6,135.0,1,0
Long Away,Queen,1976,213.5,26,0.585,0.481,0.297,0.241,0.0,0.284,0.0396,-11.256,116.7,1,0
Sunlight,Jesse Colin Young,1976,239.2,26,0.423,0.649,0.555,0.848,0.000105,0.737,0.0332,-9.312,116.1,0,0
Ain't Nothin' Stoppin' Us Now,Tower Of Power,1976,236.0,26,0.422,0.862,0.96,0.487,0.302,0.281,0.0636,-13.04,124.4,1,0
Thunder,The Runaways,1976,152.1,26,0.692,0.675,0.954,0.0038,0.0,0.371,0.0485,-10.398,131.5,1,0
Rio,The Doobie Brothers,1976,231.5,25,0.566,0.5,0.881,0.342,0.00774,0.048,0.0504,-15.22,113.4,1,0
The Wreck of the Athens Queen,Stan Rogers,1976,181.4,25,0.554,0.727,0.948,0.641,0.0,0.127,0.0318,-7.316,116.8,1,0
Out In The Streets - 2001 Digital Remaster,Blondie,1976,140.6,24,0.316,0.691,0.577,0.701,5.43e-06,0.122,0.0459,-10.672,113.2,1,0
Give It Up (Turn It Loose),Tyrone Davis,1976,259.5,23,0.542,0.839,0.965,0.293,6.99e-05,0.0708,0.0352,-12.056,115.7,1,0
Turn It Loose,The Doobie Brothers,1976,237.4,22,0.741,0.662,0.966,0.0742,1.02e-05,0.132,0.0299,-13.307,133.3,1,0
Rainy Day Woman - Live in Texas - September 1974,Waylon Jennings,1976,159.3,20,0.809,0.455,0.659,0.548,0.00782,0.962,0.0371,-6.542,145.6,1,0
Lust For Life,Iggy Pop,1977,313.9,69,0.97,0.383,0.62,0.0276,0.0,0.0942,0.0435,-5.638,101.6,1,0
Black Betty,Ram Jam,1977,239.0,66,0.907,0.465,0.681,0.0241,0.00118,0.13,0.113,-6.404,117.3,0,0
That Smell,Lynyrd Skynyrd,1977,348.2,60,0.573,0.455,0.644,0.0134,0.0304,0.428,0.0355,-11.301,117.3,0,0
Deacon Blues,Steely Dan,1977,456.6,58,0.58,0.75,0.614,0.437,0.000472,0.105,0.0355,-12.475,115.9,1,0
Dark Star,"Crosby, Stills & Nash",1977,285.7,55,0.491,0.663,0.645,0.442,0.00207,0.105,0.0633,-15.126,100.6,0,0
Hot Legs,Rod Stewart,1977,315.3,54,0.906,0.707,0.97,0.0368,0.000968,0.661,0.0309,-5.771,112.8,1,0
Egyptian Reggae - Live,Jonathan Richman & The Modern Lovers,1977,157.0,52,0.4,0.765,0.596,0.26,0.071,0.141,0.0516,-11.815,103.9,0,0
You're in My Heart (The Final Acclaim),Rod Stewart,1977,271.0,52,0.328,0.553,0.345,0.643,0.0,0.109,0.0341,-10.797,103.5,1,0
'S Wonderful,João Gilberto,1977,250.0,52,0.265,0.531,0.438,0.775,0.908,0.0892,0.0299,-20.515,128.0,1,0
Oh Daddy - 2004 Remaster,Fleetwood Mac,1977,236.2,50,0.338,0.585,0.477,0.505,0.000125,0.136,0.0335,-10.887,138.1,0,0
"It's All over Now, Baby Blue",The Animals,1977,282.8,49,0.449,0.655,0.28,0.395,0.000119,0.0852,0.0358,-9.61,117.1,1,0
Downpressor Man,Peter Tosh,1977,385.2,48,0.499,0.82,0.885,0.00671,0.000266,0.0669,0.0659,-9.813,148.6,1,0
Overdose of Joy,Eugene Record,1977,257.4,47,0.732,0.615,0.882,0.283,0.00213,0.213,0.0441,-8.4,97.3,0,0
Wild West Hero,Electric Light Orchestra,1977,280.7,45,0.35,0.283,0.211,0.511,0.00824,0.126,0.0271,-9.256,75.1,1,0
"Monday Morning - Live at The Fabulous Forum, Inglewood, CA 08/29/77",Fleetwood Mac,1977,158.9,44,0.905,0.512,0.685,0.118,0.0,0.953,0.0493,-7.02,113.0,1,0
C'est La Vie - 2017 Remastered Version,"Emerson, Lake & Palmer",1977,258.6,44,0.357,0.277,0.269,0.554,0.000408,0.117,0.0323,-12.919,117.2,0,0
I Need A Man,Grace Jones,1977,203.8,41,0.572,0.567,0.766,0.131,0.0,0.178,0.0502,-15.538,131.6,1,0
A Farewell To Kings,Rush,1977,349.6,41,0.654,0.422,0.231,0.0378,0.000199,0.0968,0.0549,-7.401,130.8,1,0
Sleeping On The Sidewalk - Remastered 2011,Queen,1977,186.1,41,0.77,0.589,0.649,0.469,0.000267,0.383,0.0288,-7.809,130.3,1,0
Too Hot to Handle - 2008 Remaster,UFO,1977,217.9,41,0.896,0.499,0.829,0.00214,0.00721,0.178,0.0442,-6.675,128.4,1,0
Miss America,Styx,1977,302.2,39,0.628,0.333,0.504,0.0353,0.000908,0.0606,0.073,-15.074,138.3,0,0
(The Angels Wanna Wear My) Red Shoes,Elvis Costello,1977,167.7,38,0.636,0.577,0.901,0.0556,0.00016,0.226,0.0491,-9.825,134.8,1,0
I Love the Night,Blue Öyster Cult,1977,263.9,38,0.488,0.487,0.183,0.00109,0.000671,0.541,0.0262,-11.418,134.6,1,0
Salsation,David Shire,1977,230.7,37,0.849,0.714,0.259,0.642,0.0134,0.0486,0.251,-9.014,118.1,1,0
I Want You - Live,KISS,1977,254.6,37,0.96,0.295,0.194,0.351,0.217,0.964,0.23,-5.948,100.3,0,0
Castle Walls,Styx,1977,358.9,37,0.269,0.286,0.173,0.253,0.00418,0.0599,0.0361,-18.385,127.6,0,0
Sandra,Gilberto Gil,1977,287.5,36,0.8,0.477,0.92,0.511,0.0114,0.128,0.0586,-8.86,171.8,1,0
"You Make Loving Fun - Sessions, Roughs & Outtakes; 2004 Remaster",Fleetwood Mac,1977,296.8,36,0.445,0.623,0.652,0.385,0.254,0.176,0.0275,-11.149,125.1,0,0
Hunting Girl - 2003 Remaster,Jethro Tull,1977,311.2,35,0.49,0.506,0.715,0.311,7.2e-06,0.267,0.0496,-13.641,129.6,1,0
Congoman,The Congos,1977,398.7,35,0.875,0.476,0.758,0.201,0.339,0.179,0.0563,-6.903,196.0,0,0
Gold Dust Woman - Early Demo; 2004 Remaster,Fleetwood Mac,1977,301.3,34,0.264,0.823,0.382,0.619,0.106,0.0936,0.0403,-17.22,125.3,1,0
Miracle Man,Elvis Costello,1977,211.4,33,0.772,0.672,0.865,0.0459,0.000123,0.188,0.0383,-8.507,120.7,0,0
I'm A King Bee,Muddy Waters,1977,231.3,33,0.787,0.56,0.827,0.275,0.00531,0.586,0.0864,-8.623,103.2,0,0
Tiny Girls,Iggy Pop,1977,180.3,32,0.451,0.546,0.162,0.231,0.00097,0.104,0.027,-8.271,79.9,1,0
I Really Hope It's You,Michael Franks,1977,298.1,31,0.31,0.608,0.337,0.179,0.000443,0.121,0.0361,-16.036,119.0,1,0
Closet Chronicles,Kansas,1977,390.0,30,0.554,0.325,0.433,0.0967,0.0763,0.321,0.035,-7.128,82.8,1,0
The Only Child,Jackson Browne,1977,221.4,29,0.529,0.499,0.444,0.46,0.0,0.19,0.0304,-8.705,125.4,1,0
Nothing But A Breeze,Jesse Winchester,1977,274.3,29,0.482,0.774,0.746,0.218,1.37e-05,0.0454,0.0306,-11.451,115.0,1,0
Hollywood,"Rufus, Chaka Khan",1977,249.4,29,0.401,0.654,0.685,0.841,0.155,0.0996,0.0563,-16.35,92.7,1,0
Won't You Come Dance WIth Me,Commodores,1977,229.0,28,0.573,0.71,0.875,0.0953,2.94e-05,0.0641,0.0569,-12.283,114.5,1,0
Another Day,James Taylor,1977,141.4,28,0.218,0.343,0.21,0.814,3.74e-05,0.113,0.0527,-13.575,182.9,0,0
(If Loving You Is Wrong) I Don't Want to Be Right,Rod Stewart,1977,324.3,28,0.251,0.503,0.217,0.501,0.000118,0.124,0.033,-12.594,114.7,0,0
El Martes Me Fusilan,Vicente Fernández,1977,241.3,28,0.371,0.34,0.417,0.259,0.0,0.221,0.0548,-8.992,183.8,1,0
Che - 2019 - Remaster,Suicide,1977,289.6,28,0.11,0.0934,0.0669,0.00137,0.75,0.105,0.0513,-13.799,171.0,1,0
Fire at Midnight - 2003 Remaster,Jethro Tull,1977,147.3,27,0.505,0.349,0.684,0.63,0.0,0.173,0.0413,-8.816,158.4,1,0
Now I Wanna Be a Good Boy - 2017 Remaster,Ramones,1977,136.7,27,0.761,0.609,0.961,0.00206,0.0615,0.213,0.0277,-4.128,89.4,0,0
Old Paint,Linda Ronstadt,1977,184.1,27,0.0608,0.552,0.243,0.84,0.0,0.0725,0.0322,-21.535,109.1,1,0
Tomorrow And Tonight - Live,KISS,1977,206.1,26,0.992,0.441,0.34,0.728,0.0477,0.969,0.237,-4.867,140.4,1,0
Down The Dolce Vita,Peter Gabriel,1977,305.6,26,0.868,0.591,0.318,0.117,0.000342,0.189,0.051,-10.807,117.2,0,0
What's Wrong,Dennis Wilson,1977,143.3,25,0.847,0.683,0.96,0.0846,0.0275,0.335,0.0347,-12.466,114.6,1,0
Clock Strikes Ten,Cheap Trick,1977,179.2,25,0.854,0.361,0.899,0.0302,0.000755,0.128,0.044,-10.648,164.0,1,0
I Want to Live,John Denver,1977,227.7,25,0.258,0.365,0.332,0.921,0.0,0.148,0.042,-11.803,145.7,1,0
So High (Rock Me Baby and Roll Me Away),Dave Mason,1977,249.5,24,0.603,0.587,0.789,0.481,0.0,0.351,0.032,-11.067,145.4,1,0
Pay It Back - \,Elvis Costello,1977,152.7,24,0.665,0.792,0.866,0.26,6.49e-06,0.0861,0.0392,-9.555,131.3,1,0
I Should Have Never Started Lovin' You,The Marshall Tucker Band,1977,430.0,23,0.483,0.507,0.31,0.0329,0.00407,0.0783,0.0279,-8.532,131.9,1,0
Brand New Goodbye Song,Waylon Jennings,1977,173.0,23,0.525,0.62,0.789,0.747,0.061,0.509,0.0336,-10.658,83.2,1,0
Silver Springs - Early Take,Fleetwood Mac,1977,331.7,23,0.438,0.465,0.174,0.728,7.85e-06,0.0909,0.0259,-7.525,92.8,1,0
Don't Worry,Eddie Money,1977,223.3,22,0.466,0.702,0.725,0.174,0.00152,0.217,0.0323,-10.853,94.4,0,0
Cherry Baby,Starz,1977,227.6,22,0.926,0.448,0.823,0.0302,9.53e-06,0.0571,0.0626,-3.831,133.3,1,0
We Just Disagree,Dave Mason,1977,180.5,21,0.378,0.587,0.475,0.358,0.0,0.0732,0.0239,-11.565,86.1,1,0
Eruption - 2015 Remaster,Van Halen,1978,102.1,63,0.689,0.225,0.5,0.469,0.813,0.337,0.0555,-9.12,93.8,1,0
When You're In Love With A Beautiful Woman,Dr. Hook,1978,178.8,62,0.728,0.679,0.852,0.405,0.00261,0.0506,0.0378,-9.539,109.6,1,0
The Model - 2009 Remaster,Kraftwerk,1978,220.5,60,0.683,0.708,0.463,0.00122,0.643,0.121,0.0344,-7.768,123.6,0,0
Kaybolan Yıllar,Sezen Aksu,1978,187.7,53,0.659,0.304,0.599,0.0286,1.46e-05,0.189,0.0347,-6.091,113.0,0,0
Double Vision,Foreigner,1978,224.5,53,0.711,0.682,0.766,0.179,9.53e-05,0.126,0.0325,-7.637,129.5,0,0
Blue Skies,Willie Nelson,1978,213.4,52,0.335,0.381,0.259,0.207,0.088,0.1,0.0362,-12.797,83.8,1,0
Easy Skanking,Bob Marley & The Wailers,1978,176.0,52,0.438,0.814,0.596,0.0062,0.000166,0.113,0.0386,-12.148,126.7,1,0
The Ghost Song,"Jim Morrison, The Doors",1978,315.9,51,0.473,0.746,0.24,0.376,0.00532,0.0629,0.141,-14.566,110.5,0,0
Thank You for Being a Friend,Andrew Gold,1978,280.8,50,0.568,0.695,0.786,0.166,0.0,0.125,0.0294,-13.572,111.9,1,0
Time Passages,Al Stewart,1978,403.0,49,0.649,0.694,0.603,0.357,0.00258,0.0868,0.0281,-7.176,112.0,1,0
Roland the Headless Thompson Gunner - 2007 Remaster,Warren Zevon,1978,229.6,48,0.438,0.678,0.553,0.665,0.0255,0.0987,0.0307,-9.494,80.3,1,0
Newborn Awakening,"Jim Morrison, The Doors",1978,144.9,48,0.449,0.549,0.462,0.374,0.000419,0.147,0.0674,-14.252,112.1,1,0
オリビアを聴きながら,Anri,1978,279.3,48,0.486,0.453,0.116,0.733,1.81e-06,0.157,0.0261,-7.934,141.3,1,0
Wow,Kate Bush,1978,240.8,43,0.25,0.384,0.0547,0.856,0.0327,0.24,0.0356,-12.508,123.9,0,0
Sleigh Ride,Carpenters,1978,159.4,40,0.232,0.47,0.552,0.871,0.0,0.104,0.192,-15.662,201.3,1,0
(If Loving You Is Wrong) I Don't Want To Be Right,Barbara Mandrell,1978,185.1,40,0.56,0.639,0.738,0.331,0.0,0.179,0.0375,-8.501,74.3,0,0
Voyager,The Alan Parsons Project,1978,134.4,39,0.276,0.539,0.0752,0.598,0.62,0.223,0.0364,-15.431,100.6,0,0
Open Your Eyes,The Doobie Brothers,1978,198.7,39,0.363,0.765,0.932,0.434,9.23e-05,0.0404,0.0596,-16.931,77.3,0,0
Just The Way You Are,Barry White,1978,431.0,39,0.326,0.519,0.327,0.171,0.000316,0.0924,0.042,-14.843,74.0,1,0
"Great White Buffalo - Live at Municipal Auditorium, Dallas, TX - July 1976",Ted Nugent,1978,381.0,38,0.875,0.364,0.354,0.0248,0.0242,0.963,0.0913,-12.041,144.8,1,0
New Orleans Ladies,LeRoux,1978,236.8,37,0.679,0.491,0.385,0.22,2e-05,0.122,0.0247,-4.055,81.4,1,0
The Room at the Top of the Stairs - 2008 Version,Eddie Rabbitt,1978,217.2,36,0.412,0.772,0.605,0.378,0.000199,0.184,0.0305,-11.682,108.4,1,0
You're the Love,Seals and Crofts,1978,200.0,36,0.687,0.659,0.887,0.0561,0.00168,0.212,0.0396,-11.976,112.9,1,0
L'Amour Looks Something Like You,Kate Bush,1978,148.6,36,0.31,0.534,0.294,0.441,1.8e-05,0.305,0.0288,-11.711,133.5,0,0
If You Don't Want My Love,John Prine,1978,185.3,35,0.187,0.487,0.313,0.406,0.00151,0.0787,0.0339,-16.071,59.7,1,0
I Just Want to Have Something to Do - 2002 Remaster,Ramones,1978,161.6,35,0.947,0.556,0.411,0.0274,1.34e-05,0.0436,0.0392,-3.588,137.5,0,0
I Really Got the Feeling,Dolly Parton,1978,188.7,34,0.325,0.441,0.31,0.679,0.000429,0.17,0.0408,-10.038,115.8,1,0
It Seems to Hang On,"Ashford & Simpson, James Simpson",1978,312.1,34,0.676,0.654,0.743,0.167,7.6e-05,0.112,0.0646,-11.742,115.8,0,0
Home,Diana Ross,1978,242.5,34,0.437,0.333,0.134,0.744,9.05e-06,0.561,0.0478,-8.419,87.6,1,0
Boogie Oogie Oogie,ATaste Of Honey,1978,245.2,34,0.548,0.797,0.868,0.0401,1.05e-05,0.0994,0.0492,-9.228,123.7,0,0
He Was a Steppenwolf,Boney M.,1978,411.1,34,0.763,0.822,0.961,0.0869,0.185,0.0691,0.0399,-8.141,119.0,0,0
Stop The Fussing And Fighting - 2000 Digital Remaster,Culture,1978,289.2,34,0.558,0.723,0.639,0.0983,0.000209,0.24,0.224,-10.871,84.2,1,0
Rebel Music - Live At Ahoy Hallen/1978,Bob Marley & The Wailers,1978,314.0,32,0.618,0.49,0.687,0.0655,0.000769,0.379,0.29,-12.235,168.5,0,0
Runnin' Blind,REO Speedwagon,1978,187.5,31,0.883,0.406,0.742,9.48e-05,0.000257,0.199,0.0364,-6.148,148.9,1,0
She's the One - 2018 Remaster,Ramones,1978,133.5,31,0.974,0.353,0.923,0.00651,7.42e-06,0.277,0.0467,-2.191,188.4,1,0
Open Invitation,Santana,1978,287.2,31,0.534,0.492,0.817,0.00329,0.00326,0.14,0.0401,-13.909,90.7,1,0
It's Not Supposed to Be That Way,Waylon Jennings,1978,199.3,31,0.172,0.519,0.338,0.393,0.00384,0.0839,0.0314,-17.703,129.4,1,0
Misty Morning - Kaya 40 Mix,"Bob Marley & The Wailers, Stephen Marley",1978,231.6,31,0.65,0.849,0.846,0.0145,0.0,0.099,0.054,-6.889,125.1,0,0
Hand In Hand,Elvis Costello & The Attractions,1978,156.7,30,0.678,0.499,0.512,0.229,0.0,0.0618,0.0476,-6.993,140.6,1,0
Cafe On The Left Bank - Remastered 1993,Wings,1978,205.2,30,0.562,0.517,0.743,0.000456,0.0668,0.0871,0.0297,-13.026,130.8,0,0
Let's Take The Long Way Around The World,Ronnie Milsap,1978,204.9,29,0.346,0.365,0.192,0.562,0.00804,0.12,0.0285,-11.608,140.2,1,0
Dark Moon,Jim Reeves,1978,157.2,28,0.28,0.276,0.208,0.687,0.59,0.126,0.0326,-16.614,84.0,1,0
I'll Be Seeing You,Kate Smith,1978,206.4,28,0.0943,0.249,0.0493,0.978,0.00107,0.104,0.0375,-17.396,136.9,1,0
Metal Postcard (Mittageisen),Siouxsie and the Banshees,1978,254.5,26,0.524,0.682,0.441,0.0703,0.115,0.0626,0.035,-7.154,98.3,0,0
Dreamer's Ball - Early Acoustic Take / August 1978,Queen,1978,220.5,26,0.221,0.731,0.26,0.848,0.0,0.339,0.0531,-12.075,83.9,1,0
Paris Nocturne,"Dan Fogelberg, Tim Weisberg",1978,215.2,26,0.154,0.343,0.332,0.988,0.873,0.0814,0.0321,-15.737,97.7,0,0
"Here, My Dear",Marvin Gaye,1978,168.6,26,0.453,0.333,0.576,0.684,1.05e-05,0.589,0.0351,-13.523,184.8,1,0
Fat Bottomed Girls - 1991 Bonus Remix,Queen,1978,263.3,25,0.629,0.342,0.372,0.00279,1.98e-06,0.333,0.046,-10.193,86.9,1,0
Rock And Roll All Nite,KISS,1978,167.5,25,0.857,0.625,0.938,0.00978,0.0,0.0829,0.0595,-8.993,144.9,1,0
What Do You Know About Love,Russ Morgan and His Orchestra,1978,146.1,25,0.246,0.567,0.512,0.875,0.295,0.298,0.0558,-15.167,122.1,1,0
"Come On, Come On - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,1978,197.8,24,0.986,0.427,0.324,0.0797,0.0599,0.954,0.067,-7.362,127.8,1,0
Here's Some Love,Tanya Tucker,1978,181.7,24,0.323,0.582,0.635,0.533,0.00015,0.25,0.059,-15.974,135.3,1,0
The Shed,Rainbow,1978,287.8,24,0.842,0.487,0.537,0.371,0.0103,0.333,0.0588,-8.47,118.8,1,0
Kentucky Rain - 2008 Version,Eddie Rabbitt,1978,238.6,24,0.338,0.568,0.273,0.462,0.0,0.0859,0.0283,-11.815,95.0,1,0
Flyin' Shoes,Townes Van Zandt,1978,269.5,23,0.157,0.479,0.251,0.585,1.7e-05,0.108,0.0358,-17.198,135.2,0,0
You Light Up My Life,Perry Como,1978,221.7,22,0.181,0.226,0.17,0.871,8.85e-06,0.204,0.0283,-14.056,84.9,0,0
"Baby, Please Don't Go - Live at Taylor County Coliseum, Abilene, TX - November 1977",Ted Nugent,1978,355.6,22,0.799,0.383,0.605,0.000738,0.0695,0.816,0.0785,-10.663,115.2,0,0
Sparrow,Marvin Gaye,1978,373.0,22,0.414,0.583,0.465,0.222,0.000112,0.0649,0.0308,-11.677,130.4,0,0
Serengetti,Grateful Dead,1978,120.5,21,0.709,0.857,0.96,0.0724,0.814,0.078,0.0936,-14.36,93.4,1,0
"Yank Me Crank Me - Live at Taylor County Coliseum, Abilene, TX - November 1977",Ted Nugent,1978,269.1,20,0.846,0.373,0.148,0.0679,0.869,0.973,0.0681,-10.951,140.2,1,0
Hey You,Pink Floyd,1979,278.4,68,0.301,0.588,0.19,0.221,0.00236,0.128,0.0294,-14.979,112.5,1,0
Do That To Me One More Time,Captain & Tennille,1979,256.7,64,0.524,0.728,0.51,0.563,0.000131,0.0913,0.0255,-8.227,90.3,1,0
She's Lost Control - 2007 Remaster,Joy Division,1979,237.0,61,0.846,0.485,0.743,0.0157,0.0287,0.0766,0.0528,-7.63,144.2,0,0
Lost in the Supermarket - Remastered,The Clash,1979,226.9,58,0.634,0.608,0.841,0.0568,0.00568,0.116,0.0725,-11.24,147.5,1,0
It's My House,Diana Ross,1979,274.6,57,0.67,0.762,0.87,0.29,6.42e-06,0.0783,0.0717,-5.862,99.5,1,0
Toda Menina Baiana,Gilberto Gil,1979,226.6,55,0.897,0.692,0.968,0.236,3.86e-06,0.116,0.0398,-4.969,106.2,0,0
Bring On The Night,The Police,1979,255.2,54,0.627,0.727,0.773,0.0566,0.003,0.0779,0.0633,-11.7,109.6,1,0
Love You Inside Out,Bee Gees,1979,251.3,53,0.516,0.706,0.833,0.354,4.19e-06,0.205,0.0474,-11.037,94.7,0,0
Slabo Day,Peter Green,1979,309.2,52,0.488,0.86,0.782,0.0534,0.834,0.103,0.0347,-13.531,96.1,0,0
You're Only Lonely,JD Souther,1979,228.0,50,0.514,0.591,0.658,0.263,7.8e-06,0.0797,0.0256,-10.183,109.0,1,0
Frederick,Patti Smith,1979,184.3,48,0.829,0.421,0.935,0.171,0.0,0.0835,0.0387,-8.605,124.9,0,0
Just a Touch of Love,Slave,1979,392.7,47,0.473,0.742,0.904,0.0508,2.08e-05,0.0387,0.0309,-14.567,108.8,1,0
Bustin' Loose,Chuck Brown and the Soul Searchers,1979,462.5,46,0.896,0.865,0.944,0.27,0.0488,0.0676,0.0623,-7.031,111.5,0,0
Come Go with Me,Teddy Pendergrass,1979,347.4,45,0.556,0.435,0.7,0.28,1.04e-05,0.572,0.066,-10.01,171.5,1,0
Seven Year Ache,Rosanne Cash,1979,197.3,44,0.392,0.746,0.668,0.466,0.000168,0.0978,0.0354,-14.022,121.2,0,0
Lay It on the Line,Triumph,1979,245.8,44,0.872,0.25,0.388,0.0315,2.47e-06,0.101,0.109,-5.46,183.0,0,0
I Like To Rock,April Wine,1979,262.8,43,0.578,0.467,0.682,0.0715,0.00192,0.0436,0.0331,-13.635,135.7,1,0
Cola Bottle Baby,Edwin Birdsong,1979,307.6,42,0.699,0.883,0.937,0.0544,0.0229,0.19,0.0391,-11.729,116.7,0,0
Cloudburst Flight,Tangerine Dream,1979,448.6,42,0.564,0.387,0.0489,0.111,0.841,0.0791,0.0376,-11.253,138.0,0,0
When You're Near Me I Have Difficulty - 2001 Digital Remaster,XTC,1979,202.2,41,0.824,0.516,0.827,0.00318,6.5e-05,0.364,0.0383,-8.016,153.2,0,0
Hair,"Galt MacDermot, Tom Pierson",1979,164.0,40,0.865,0.548,0.373,0.141,0.0,0.223,0.234,-9.372,137.8,0,0
Slow Burn,T.G. Sheppard,1979,213.0,38,0.379,0.861,0.513,0.0981,0.00125,0.0817,0.0347,-10.497,104.6,1,0
Let Your Feelings Show,"Earth, Wind & Fire",1979,312.3,38,0.812,0.607,0.894,0.131,0.012,0.144,0.0469,-10.054,124.9,1,0
You and I,"Earth, Wind & Fire",1979,212.6,38,0.677,0.435,0.745,0.338,0.000571,0.327,0.0406,-10.356,175.4,1,0
