"type","title","rating","duration","listed_in","country","date_added","release_year"
"TV Show","Her Mother's Killer","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","Colombia","August 26, 2020",2020
"TV Show","Million Dollar Beach House","TV-MA","1 Season","Reality TV","United States","August 26, 2020",2020
"TV Show","Emily's Wonder Lab","TV-Y","1 Season","Kids' TV","United States","August 25, 2020",2020
"TV Show","Trinkets","TV-MA","2 Seasons","TV Dramas, Teen TV Shows","United States","August 25, 2020",2020
"TV Show","Baewatch: Parental Guidance","TV-MA","1 Season","British TV Shows, Reality TV, Romantic TV Shows",NA,"August 22, 2020",2019
"TV Show","Ojos in d' House","TV-G","1 Season","International TV Shows, TV Comedies","Nigeria","August 22, 2020",2013
"TV Show","Hoops","TV-MA","1 Season","TV Comedies","United States","August 21, 2020",2020
"TV Show","Rust Valley Restorers","TV-14","3 Seasons","International TV Shows, Reality TV","Canada","August 21, 2020",2020
"TV Show","Goedam","TV-MA","1 Season","International TV Shows, TV Horror, TV Mysteries","South Korea","August 20, 2020",2020
"TV Show","DeMarcus Family Rules","TV-14","1 Season","Reality TV","United States","August 19, 2020",2020
"TV Show","High Score","TV-14","1 Season","Docuseries, Science & Nature TV","United States","August 19, 2020",2020
"TV Show","Glitch Techs","TV-Y7","2 Seasons","Kids' TV","United States","August 17, 2020",2020
"TV Show","Stranger","TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Korean TV Shows","South Korea","August 16, 2020",2020
"TV Show","Dérè: An African Tale","TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Dramas",NA,"August 15, 2020",2016
"TV Show","Rita","TV-MA","5 Seasons","International TV Shows, TV Comedies, TV Dramas","Denmark","August 15, 2020",2020
"TV Show","Takki","TV-14","2 Seasons","International TV Shows, TV Dramas","Saudi Arabia","August 15, 2020",2014
"TV Show","3%","TV-MA","4 Seasons","International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Brazil","August 14, 2020",2020
"TV Show","Teenage Bounty Hunters","TV-MA","1 Season","Crime TV Shows, TV Comedies, TV Dramas","United States","August 14, 2020",2020
"TV Show","The Great Heist","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Colombia","August 14, 2020",2020
"TV Show","The Legend of Korra","TV-Y7","4 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","United States","August 14, 2020",2014
"TV Show","Zoids Wild","TV-Y7","1 Season","Anime Series, Kids' TV","Japan","August 14, 2020",2018
"TV Show","(Un)Well","TV-MA","1 Season","Reality TV","United States","August 12, 2020",2020
"TV Show","GAME ON: A Comedy Crossover Event","TV-G","1 Season","Kids' TV, TV Comedies","United States","August 10, 2020",2020
"TV Show","Terrace House: Tokyo 2019-2020","TV-MA","2 Seasons","International TV Shows, Reality TV","Japan","August 10, 2020",2019
"TV Show","The Governor","TV-14","1 Season","International TV Shows, TV Dramas","Nigeria","August 8, 2020",2016
"TV Show","High Seas","TV-MA","3 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Spain","August 7, 2020",2020
"TV Show","Selling Sunset","TV-MA","3 Seasons","Reality TV",NA,"August 7, 2020",2020
"TV Show","Sing On! Germany","TV-PG","1 Season","International TV Shows, Reality TV","Germany","August 7, 2020",2020
"TV Show","Tiny Creatures","TV-PG","1 Season","Docuseries, Science & Nature TV, TV Action & Adventure","United States","August 7, 2020",2020
"TV Show","Wizards: Tales of Arcadia","TV-Y7","1 Season","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","United States","August 7, 2020",2020
"TV Show","Word Party Songs","TV-Y","1 Season","Kids' TV","United States","August 7, 2020",2020
"TV Show","Ever After High","TV-Y7","5 Seasons","Kids' TV","Canada","August 6, 2020",2016
"TV Show","The Rain","TV-MA","3 Seasons","International TV Shows, TV Dramas, TV Mysteries","Denmark, United States","August 6, 2020",2020
"TV Show","World's Most Wanted","TV-14","1 Season","Crime TV Shows, Docuseries, International TV Shows","United States","August 5, 2020",2020
"TV Show","Mystery Lab","TV-PG","1 Season","Docuseries, International TV Shows, Science & Nature TV","Brazil","August 4, 2020",2020
"TV Show","Immigration Nation","TV-MA","1 Season","Docuseries","United States","August 3, 2020",2020
"TV Show","Moesha","TV-PG","6 Seasons","TV Comedies, Teen TV Shows","United States","August 1, 2020",2000
"TV Show","My Perfect Landing","TV-G","1 Season","Kids' TV","Canada","August 1, 2020",2020
"TV Show","Nagi-Asu: A Lull in the Sea","TV-14","1 Season","Anime Series, Romantic TV Shows, Teen TV Shows","Japan","August 1, 2020",2014
"TV Show","The Next Step","TV-G","1 Season","Kids' TV, Reality TV, TV Dramas","Canada","August 1, 2020",2018
"TV Show","Toradora!","TV-14","1 Season","Anime Series, International TV Shows, Romantic TV Shows","Japan","August 1, 2020",2008
"TV Show","Transformers Rescue Bots Academy","TV-Y","2 Seasons","Kids' TV","United States","August 1, 2020",2020
"TV Show","Get Even","TV-PG","1 Season","British TV Shows, Crime TV Shows, International TV Shows","United Kingdom","July 31, 2020",2020
"TV Show","Sugar Rush","TV-PG","3 Seasons","Reality TV","United States","July 31, 2020",2020
"TV Show","The Umbrella Academy","TV-14","2 Seasons","TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy","United States, Canada","July 31, 2020",2020
"TV Show","Transformers: War For Cybertron Trilogy","TV-Y7","1 Season","Anime Series","United States","July 30, 2020",2020
"TV Show","Unlucky Ploy","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"July 30, 2020",2020
"TV Show","Last Chance U","TV-MA","5 Seasons","Docuseries","United States","July 28, 2020",2020
"TV Show","Shameless (U.S.)","TV-MA","10 Seasons","TV Comedies, TV Dramas","United States","July 26, 2020",2019
"TV Show","Sing On! Spain","TV-G","1 Season","International TV Shows, Reality TV, Spanish-Language TV Shows","Spain","July 24, 2020",2020
"TV Show","Sinatra: All or Nothing at All","TV-14","1 Season","Docuseries","United States","July 23, 2020",2015
"TV Show","Fear City: New York vs The Mafia","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","July 22, 2020",2020
"TV Show","Norsemen","TV-MA","3 Seasons","International TV Shows, TV Comedies","Norway","July 22, 2020",2020
"TV Show","Street Food: Latin America","TV-PG","1 Season","Docuseries, Spanish-Language TV Shows",NA,"July 21, 2020",2020
"TV Show","Killer Women with Piers Morgan","TV-MA","1 Season","British TV Shows, Crime TV Shows, Docuseries","United Kingdom","July 19, 2020",2017
"TV Show","Gigantosaurus","TV-Y","1 Season","Kids' TV","France","July 18, 2020",2019
"TV Show","Single Wives","TV-MA","1 Season","Reality TV, Romantic TV Shows","Australia","July 18, 2020",2018
"TV Show","Cursed","TV-MA","1 Season","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United Kingdom, Australia","July 17, 2020",2020
"TV Show","In The Dark","TV-14","2 Seasons","Crime TV Shows, TV Dramas","United States","July 17, 2020",2020
"TV Show","Kissing Game","TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","Brazil","July 17, 2020",2020
"TV Show","Dark Desire","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Mexico","July 15, 2020",2020
"TV Show","Skin Decision: Before and After","TV-MA","1 Season","Reality TV, Science & Nature TV","United States","July 15, 2020",2020
"TV Show","Sunny Bunnies","TV-Y","2 Seasons","British TV Shows, Kids' TV, TV Comedies","Belarus","July 15, 2020",2016
"TV Show","The Business of Drugs","TV-MA","1 Season","Docuseries","United States","July 14, 2020",2020
"TV Show","Dating Around: Brazil","TV-14","1 Season","International TV Shows, Reality TV, Romantic TV Shows","Brazil","July 10, 2020",2020
"TV Show","Down to Earth with Zac Efron","TV-PG","1 Season","Docuseries, Reality TV, Science & Nature TV","United States","July 10, 2020",2020
"TV Show","The Epic Tales of Captain Underpants in Space","TV-Y7","1 Season","Kids' TV, TV Action & Adventure, TV Comedies","United States","July 10, 2020",2020
"TV Show","The Twelve","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Belgium","July 10, 2020",2019
"TV Show","Japan Sinks: 2020","TV-MA","1 Season","Anime Series, International TV Shows","Japan","July 9, 2020",2020
"TV Show","The Protector","TV-MA","4 Seasons","International TV Shows, Romantic TV Shows, TV Action & Adventure","Turkey","July 9, 2020",2020
"TV Show","Was It Love?","TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","July 9, 2020",2020
"TV Show","Stateless","TV-MA","1 Season","International TV Shows, TV Dramas","Australia","July 8, 2020",2020
"TV Show","Hook","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Thailand","July 5, 2020",2020
"TV Show","Little Singham","TV-Y7","2 Seasons","Kids' TV, TV Comedies","India","July 4, 2020",2020
"TV Show","Cable Girls","TV-MA","6 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Spain","July 3, 2020",2019
"TV Show","JU-ON: Origins","TV-MA","1 Season","International TV Shows, TV Horror, TV Mysteries","Japan","July 3, 2020",2020
"TV Show","Southern Survival","TV-PG","1 Season","Reality TV","United States","July 3, 2020",2020
"TV Show","The Baby-Sitters Club","TV-G","1 Season","Kids' TV, TV Dramas","United States","July 3, 2020",2020
"TV Show","Supermarket Sweep","TV-G","1 Season","Reality TV","United States","July 2, 2020",1993
"TV Show","Warrior Nun","TV-MA","1 Season","TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy","United States","July 2, 2020",2020
"TV Show","21 Again","TV-MA","1 Season","British TV Shows, Reality TV","United Kingdom","July 1, 2020",2019
"TV Show","A Touch of Green","TV-MA","1 Season","International TV Shows, TV Dramas","Taiwan","July 1, 2020",2016
"TV Show","Abby Hatcher","TV-Y","1 Season","Kids' TV","United States, Canada","July 1, 2020",2019
"TV Show","Say I Do","TV-14","1 Season","Reality TV, Romantic TV Shows","United States","July 1, 2020",2020
"TV Show","Trotro","TV-Y","1 Season","Kids' TV","France","July 1, 2020",2004
"TV Show","BNA","TV-14","1 Season","Anime Series, International TV Shows","Japan","June 30, 2020",2020
"TV Show","Homemade","TV-MA","1 Season","International TV Shows, TV Dramas","Chile, Italy","June 30, 2020",2020
"TV Show","Dark","TV-MA","3 Seasons","Crime TV Shows, International TV Shows, TV Dramas","Germany, United States","June 27, 2020",2020
"TV Show","All For Love","TV-MA","1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Colombia","June 26, 2020",2020
"TV Show","Home Game","TV-MA","1 Season","Docuseries","United States","June 26, 2020",2020
"TV Show","Twogether","TV-G","1 Season","International TV Shows, Korean TV Shows, Reality TV","South Korea","June 26, 2020",2020
"TV Show","Crazy Delicious","TV-PG","1 Season","British TV Shows, International TV Shows, Reality TV","United Kingdom","June 24, 2020",2020
"TV Show","Roswell, New Mexico","TV-14","2 Seasons","Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy","United States","June 23, 2020",2020
"TV Show","It's Okay to Not Be Okay","TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","June 21, 2020",2020
"TV Show","Babies","TV-14","2 Seasons","Docuseries, Science & Nature TV","United States","June 19, 2020",2020
"TV Show","Floor Is Lava","TV-PG","1 Season","Reality TV","United States","June 19, 2020",2020
"TV Show","Most Beautiful Thing","TV-MA","2 Seasons","International TV Shows, Romantic TV Shows, TV Dramas","Brazil","June 19, 2020",2020
"TV Show","The Politician","TV-MA","2 Seasons","TV Comedies, TV Dramas, Teen TV Shows","United States","June 19, 2020",2020
"TV Show","The Order","TV-MA","2 Seasons","International TV Shows, TV Dramas, TV Horror","United States","June 18, 2020",2020
"TV Show","The Chase","TV-PG","2 Seasons","Reality TV","United States","June 15, 2020",2015
"TV Show","Alexa & Katie","TV-G","4 Seasons","Kids' TV, TV Comedies","United States","June 13, 2020",2020
"TV Show","How to Get Away with Murder","TV-14","6 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","United States","June 13, 2020",2020
"TV Show","Dating Around","TV-MA","2 Seasons","Reality TV, Romantic TV Shows",NA,"June 12, 2020",2020
"TV Show","F is for Family","TV-MA","4 Seasons","TV Comedies","United States, France, Canada","June 12, 2020",2020
"TV Show","Frank Elstner: Just One Last Question","TV-MA","1 Season","International TV Shows, Stand-Up Comedy & Talk Shows","Germany","June 12, 2020",2020
"TV Show","ONE PIECE","TV-14","4 Seasons","Anime Series","Japan","June 12, 2020",2002
"TV Show","The Search","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Mexico","June 12, 2020",2020
"TV Show","The Woods","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Poland, United States","June 12, 2020",2020
"TV Show","Curon","TV-MA","1 Season","International TV Shows, TV Dramas, TV Horror","Italy","June 10, 2020",2020
"TV Show","DC's Legends of Tomorrow","TV-14","5 Seasons","TV Action & Adventure, TV Sci-Fi & Fantasy","United States","June 10, 2020",2020
"TV Show","Lenox Hill","TV-MA","1 Season","Docuseries, Reality TV, Science & Nature TV","United States","June 10, 2020",2020
"TV Show","My Mister","TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","South Korea","June 10, 2020",2018
"TV Show","Reality Z","TV-MA","1 Season","International TV Shows, TV Horror, TV Mysteries","Brazil","June 10, 2020",2020
"TV Show","Queen of the South","TV-MA","4 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas","United States, Mexico, Spain, Malta","June 6, 2020",2018
"TV Show","13 Reasons Why","TV-MA","4 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","United States","June 5, 2020",2020
"TV Show","Queer Eye","TV-14","5 Seasons","Reality TV","United States","June 5, 2020",2020
"TV Show","Supernatural","TV-14","15 Seasons","Classic & Cult TV, TV Action & Adventure, TV Horror","United States, Canada","June 5, 2020",2019
"TV Show","BAKI","TV-MA","3 Seasons","Anime Series, International TV Shows","Japan","June 4, 2020",2020
"TV Show","Alone","TV-14","1 Season","Reality TV",NA,"June 2, 2020",2019
"TV Show","Cardcaptor Sakura","TV-Y7","2 Seasons","Anime Series, International TV Shows","Japan","June 1, 2020",1999
"TV Show","Dear My Friends","TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","South Korea","June 1, 2020",2016
"TV Show","Megalobox","TV-MA","1 Season","Anime Series, International TV Shows","Japan","June 1, 2020",2018
"TV Show","Midnight Diner","TV-MA","3 Seasons","International TV Shows, TV Dramas","Japan","June 1, 2020",2014
"TV Show","My Shy Boss","TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","June 1, 2020",2017
"TV Show","Revolutionary Love","TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","June 1, 2020",2017
"TV Show","Space Force","TV-MA","1 Season","TV Comedies","United States","May 29, 2020",2020
"TV Show","Can't Cope, Won't Cope","TV-MA","2 Seasons","TV Comedies, TV Dramas","Ireland","May 28, 2020",2018
"TV Show","Dorohedoro","TV-MA","1 Season","Anime Series, International TV Shows","Japan","May 28, 2020",2020
"TV Show","Mako Mermaids: An H2O Adventure","TV-G","4 Seasons","Kids' TV, TV Comedies","Australia","May 28, 2020",2016
"TV Show","Supergirl","TV-14","5 Seasons","TV Action & Adventure, TV Sci-Fi & Fantasy","United States","May 25, 2020",2019
"TV Show","Betaal","TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Horror","India","May 24, 2020",2020
"TV Show","Dynasty","TV-14","3 Seasons","TV Dramas","United States","May 23, 2020",2019
